nama_sertifikasi,score_rating,berbayar_free,lembaga_sertifikasi,available_unavailable,enrollment,metode,masa_berlaku,genre,url,source_file
Belajar Dasar Visualisasi Data,4.8,Paid,Dicoding Indonesia,Available,135002,Self-paced,Flexible,Data Science & AI,https://www.dicoding.com/academies/177-belajar-dasar-visualisasi-data,dicoding_academies.csv
Memulai Pemrograman dengan Python,4.8,Paid,Dicoding Indonesia,Available,294297,Self-paced,Flexible,Data Science & AI,https://www.dicoding.com/academies/86-memulai-pemrograman-dengan-python,dicoding_academies.csv
Belajar Machine Learning untuk Pemula,4.8,Paid,Dicoding Indonesia,Available,266188,Self-paced,Flexible,Data Science & AI,https://www.dicoding.com/academies/184-belajar-machine-learning-untuk-pemula,dicoding_academies.csv
Belajar Fundamental Deep Learning,4.8,Paid,Dicoding Indonesia,Available,19874,Self-paced,Flexible,IT & Programming,https://www.dicoding.com/academies/185-belajar-fundamental-deep-learning,dicoding_academies.csv
Machine Learning Terapan,4.8,Paid,Dicoding Indonesia,Available,8726,Self-paced,Flexible,Data Science & AI,https://www.dicoding.com/academies/319-machine-learning-terapan,dicoding_academies.csv
Memulai Pemrograman Dengan Java,4.8,Free,Dicoding Indonesia,Available,89526,Self-paced,Flexible,Data Science & AI,https://www.dicoding.com/academies/60-memulai-pemrograman-dengan-java,dicoding_academies.csv
Memulai Pemrograman dengan Kotlin,4.8,Paid,Dicoding Indonesia,Available,77392,Self-paced,Flexible,Android Development,https://www.dicoding.com/academies/80-memulai-pemrograman-dengan-kotlin,dicoding_academies.csv
Belajar Prinsip Pemrograman SOLID,4.8,Free,Dicoding Indonesia,Available,45979,Self-paced,Flexible,IT & Programming,https://www.dicoding.com/academies/169-belajar-prinsip-pemrograman-solid,dicoding_academies.csv
Belajar Membuat Aplikasi Android untuk Pemula,4.8,Paid,Dicoding Indonesia,Available,132375,Self-paced,Flexible,Android Development,https://www.dicoding.com/academies/51-belajar-membuat-aplikasi-android-untuk-pemula,dicoding_academies.csv
Belajar Fundamental Aplikasi Android,4.8,Paid,Dicoding Indonesia,Available,44112,Self-paced,Flexible,Android Development,https://www.dicoding.com/academies/14-belajar-fundamental-aplikasi-android,dicoding_academies.csv
Menjadi Android Developer Expert,4.8,Paid,Dicoding Indonesia,Available,7182,Self-paced,Flexible,Android Development,https://www.dicoding.com/academies/165-menjadi-android-developer-expert,dicoding_academies.csv
Memulai Pemrograman Dengan Swift,4.8,Paid,Dicoding Indonesia,Available,9104,Self-paced,Flexible,iOS Development,https://www.dicoding.com/academies/145-memulai-pemrograman-dengan-swift,dicoding_academies.csv
Belajar Membuat Aplikasi iOS untuk Pemula,4.8,Paid,Dicoding Indonesia,Available,4108,Self-paced,Flexible,iOS Development,https://www.dicoding.com/academies/171-belajar-membuat-aplikasi-ios-untuk-pemula,dicoding_academies.csv
Belajar Fundamental Aplikasi iOS,4.8,Paid,Dicoding Indonesia,Available,1624,Self-paced,Flexible,iOS Development,https://www.dicoding.com/academies/202-belajar-fundamental-aplikasi-ios,dicoding_academies.csv
Menjadi iOS Developer Expert,4.8,Paid,Dicoding Indonesia,Available,1,Self-paced,Flexible,iOS Development,https://www.dicoding.com/academies/209-menjadi-ios-developer-expert,dicoding_academies.csv
Belajar Dasar Pemrograman Web,4.8,Paid,Dicoding Indonesia,Available,269257,Self-paced,Flexible,Web Development,https://www.dicoding.com/academies/123-belajar-dasar-pemrograman-web,dicoding_academies.csv
Belajar Membuat Front-End Web untuk Pemula,4.8,Paid,Dicoding Indonesia,Available,188956,Self-paced,Flexible,Web Development,https://www.dicoding.com/academies/315-belajar-membuat-front-end-web-untuk-pemula,dicoding_academies.csv
Belajar Fundamental Front-End Web Development,4.8,Paid,Dicoding Indonesia,Available,33561,Self-paced,Flexible,Web Development,https://www.dicoding.com/academies/163-belajar-fundamental-front-end-web-development,dicoding_academies.csv
Belajar Pengembangan Web Intermediate,4.8,Paid,Dicoding Indonesia,Available,12263,Self-paced,Flexible,Web Development,https://www.dicoding.com/academies/219-belajar-pengembangan-web-intermediate,dicoding_academies.csv
Belajar Dasar Cloud dan Gen AI di AWS,4.8,Paid,Dicoding Indonesia,Available,236604,Self-paced,Flexible,Data Science & AI,https://www.dicoding.com/academies/251-belajar-dasar-cloud-dan-gen-ai-di-aws,dicoding_academies.csv
Architecting on AWS (Membangun Arsitektur Cloud di AWS),4.8,Paid,Dicoding Indonesia,Available,15057,Self-paced,Flexible,Cloud & DevOps,https://www.dicoding.com/academies/266-architecting-on-aws-membangun-arsitektur-cloud-di-aws,dicoding_academies.csv
DevOps Praktis dengan IBM Cloud (Practical DevOps with IBM Cloud),4.8,Paid,Dicoding Indonesia,Available,1803,Self-paced,Flexible,Cloud & DevOps,https://www.dicoding.com/academies/307-devops-praktis-dengan-ibm-cloud-practical-devops-with-ibm-cloud,dicoding_academies.csv
Menjadi Google Cloud Engineer,4.8,Paid,Dicoding Indonesia,Available,10843,Self-paced,Flexible,Cloud & DevOps,https://www.dicoding.com/academies/133-menjadi-google-cloud-engineer,dicoding_academies.csv
Simulasi Ujian Associate Cloud Engineer,4.7,Paid,Dicoding Indonesia,Available,8,Self-paced,Flexible,Cloud & DevOps,https://www.dicoding.com/academies/281-simulasi-ujian-associate-cloud-engineer,dicoding_academies.csv
Memulai Pemrograman dengan Dart,4.8,Paid,Dicoding Indonesia,Available,37573,Self-paced,Flexible,Data Science & AI,https://www.dicoding.com/academies/191-memulai-pemrograman-dengan-dart,dicoding_academies.csv
Belajar Membuat Aplikasi Flutter untuk Pemula,4.8,Paid,Dicoding Indonesia,Available,34943,Self-paced,Flexible,Flutter Development,https://www.dicoding.com/academies/159-belajar-membuat-aplikasi-flutter-untuk-pemula,dicoding_academies.csv
Belajar Fundamental Aplikasi Flutter,4.8,Paid,Dicoding Indonesia,Available,5,Self-paced,Flexible,Flutter Development,https://www.dicoding.com/academies/195-belajar-fundamental-aplikasi-flutter,dicoding_academies.csv
Menjadi Flutter Developer Expert,4.8,Paid,Dicoding Indonesia,Available,2933,Self-paced,Flexible,Flutter Development,https://www.dicoding.com/academies/199-menjadi-flutter-developer-expert,dicoding_academies.csv
Memulai Dasar Pemrograman untuk Menjadi Pengembang Software,4.8,Paid,Dicoding Indonesia,Available,58965,Self-paced,Flexible,Data Science & AI,https://www.dicoding.com/academies/237-memulai-dasar-pemrograman-untuk-menjadi-pengembang-software,dicoding_academies.csv
Fasilitasi 3 Pandu Literasi Digital Pendidikan,4.7,Free,Pusat Pengembangan Literasi Digital,Buka,0,Online,,,https://digitalent.komdigi.go.id/pelatihan/12569,digitalent_jadwal.csv
Pemasaran Digital Menggunakan Kecerdasan Artifisial,4.7,Free,BLSDM Komdigi Manado,Tutup,0,Kota Manado,,,https://digitalent.komdigi.go.id/pelatihan/12504,digitalent_jadwal.csv
Cloud Essentials CA - DEX - AWS - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12374,digitalent_jadwal.csv
AWS Cloud Foundations  CA - DEX - AWS - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12375,digitalent_jadwal.csv
AWS Cloud Developing - DEX - AWS - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12376,digitalent_jadwal.csv
AWS Cloud Architecting - DEX - AWS - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12377,digitalent_jadwal.csv
AI Essentials - DEX - AWS - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12378,digitalent_jadwal.csv
AWS Cloud Foundation + GenAI - DEX - AWS - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12379,digitalent_jadwal.csv
AWS Data Engineering - DEX - AWS - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12380,digitalent_jadwal.csv
AWS ML Foundation + ML Engineer - DEX - AWS - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12381,digitalent_jadwal.csv
Fundamental of Radio Frequency Engineer - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12216,digitalent_jadwal.csv
Intermediate Radio Frequency Engineer - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12223,digitalent_jadwal.csv
Fundamental of 5G - Huawei - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12342,digitalent_jadwal.csv
Intermediate HCIA 5G - Huawei - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12347,digitalent_jadwal.csv
Pengantar Product Management & Literasi AI - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12343,digitalent_jadwal.csv
Product Discovery - Design Thinking: Dari Empathize hingga Ideate - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12344,digitalent_jadwal.csv
Product Execution - Go-to-Market: Dari PRD hingga Market Launch - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12345,digitalent_jadwal.csv
Fundamental of Drivetest Technician - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12117,digitalent_jadwal.csv
Intermediate Drivetest Technician - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12123,digitalent_jadwal.csv
Fundamental of Associate Device Engineer - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12132,digitalent_jadwal.csv
Intermediate Associate Device Engineer (IoT) - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12149,digitalent_jadwal.csv
AI untuk Penajaman Targeting dan Validasi Penerima Bantuan Sosial,4.7,Free,Pusat Pengembangan Aparatur Komdigi,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12301,digitalent_jadwal.csv
Fundamental of Cloud Computing - Huawei - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12290,digitalent_jadwal.csv
Intermediate HCIA Cloud Service - Huawei - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12291,digitalent_jadwal.csv
Fundamental of Assistant Web Developer - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/11988,digitalent_jadwal.csv
Intermediate Assistant Web Developer - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/11989,digitalent_jadwal.csv
Dasar-dasar Quality Assurance dan Pengujian dalam Software Testing Life Cycle (STLC) - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12121,digitalent_jadwal.csv
Implementasi Pengujian Perangkat Lunak dan API dengan Pendekatan Manual dan Otomatis - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12124,digitalent_jadwal.csv
Otomatisasi API & Pengujian Otomatis dengan Selenium dan Appium - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12126,digitalent_jadwal.csv
Fundamental of Associate Network Administrator - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12087,digitalent_jadwal.csv
Intermediate Associate Network Administrator - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12088,digitalent_jadwal.csv
Intermediate Cybersecurity + AI Essentials - Google - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12158,digitalent_jadwal.csv
Fundamental of Cybersecurity - Huawei - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12159,digitalent_jadwal.csv
Intermediate HCIA Security - Huawei - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12160,digitalent_jadwal.csv
Final Courses and Certificate Cybersecurity - Google - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12162,digitalent_jadwal.csv
Fundamental of Optic Installation & Activation Technician - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12134,digitalent_jadwal.csv
Intermediate Optic Installation & Activation Technician - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12137,digitalent_jadwal.csv
Fundamental of Associate Computer Network Technician - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12125,digitalent_jadwal.csv
Intermediate Associate Computer Network Technician - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12127,digitalent_jadwal.csv
Full-Stack Development - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12129,digitalent_jadwal.csv
Intermediate Project Management + AI Essentials - Google - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12128,digitalent_jadwal.csv
Final Courses and Certificate Project Management - Google - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12130,digitalent_jadwal.csv
Programming Fundamental - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12094,digitalent_jadwal.csv
Front-End & Back-End Development - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12096,digitalent_jadwal.csv
Intermediate HCIA AI - Huawei - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12101,digitalent_jadwal.csv
Fundamental of Machine Learning - DQLab - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12093,digitalent_jadwal.csv
Practical Real Business Application using ML - DQLab - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12097,digitalent_jadwal.csv
Fundamental of Computer Operator Technician - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12103,digitalent_jadwal.csv
Fundamental of Junior Graphic Designer - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12112,digitalent_jadwal.csv
Intermediate Junior Graphic Designer - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12113,digitalent_jadwal.csv
Intermediate Computer Operator Technician - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12114,digitalent_jadwal.csv
Fundamental of Deep Learning - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12074,digitalent_jadwal.csv
Intermediate Deep Learning,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12075,digitalent_jadwal.csv
Mastery in Deep Learning - Nasional,4.7,Free,Pusat Pengembangan Talenta Digital,Buka,0,Self-Paced (Mandiri),,,https://digitalent.komdigi.go.id/pelatihan/12077,digitalent_jadwal.csv
